"","firstname","count","taux_sm","taux_ab","taux_b","taux_tb","taux_fel"
"15670","Malou",35,0.0571428571428571,0.257142857142857,0.285714285714286,0.171428571428571,0.228571428571429
"15671","Malouann",1,0,0,1,0,0
"15672","Malowan",1,1,0,0,0,0
"15673","Malowen",1,1,0,0,0,0
"15674","Malown",1,0,1,0,0,0
"15675","Maloya",1,0,0,0,0,1
"15676","Maloé",24,0.0416666666666667,0.25,0.166666666666667,0.25,0.291666666666667
"15677","Maloë",6,0.166666666666667,0,0.833333333333333,0,0
"15678","Malu",1,1,0,0,0,0
"15679","Malvin",8,0.125,0.625,0.125,0.125,0
"15680","Malvina",8,0.25,0.25,0.375,0.125,0
"15681","Malvins",1,1,0,0,0,0
"15682","Malvoisin",1,0,1,0,0,0
"15683","Malvyn",1,0,1,0,0,0
"15684","Malween",1,0,0,1,0,0
"15685","Malwena",1,0,1,0,0,0
"15686","Malwenn",3,0,0,0.333333333333333,0.666666666666667,0
"15687","Malwina",1,0,0,0,0,1
"15688","Maly",2,0,0,0.5,0.5,0
"15689","Maly-Rose",1,0,1,0,0,0
"15690","Malya",16,0.0625,0.4375,0.3125,0,0.1875
"15691","Malycia",1,0,0,0,0,1
"15692","Malyka",2,0,0,0.5,0.5,0
"15693","Malyss",2,0,0.5,0,0,0.5
"15694","Malyssah",1,0,0,1,0,0
"15695","Malyssia",2,0,0.5,0,0.5,0
"15696","Malysson",1,0,1,0,0,0
"15697","Malé",2,0.5,0,0,0,0.5
"15698","Maléna",5,0,0.4,0.2,0.4,0
"15699","Maléo",1,0,0,1,0,0
"15700","Maléou",1,0,0,1,0,0
"15701","Malïa",2,0,0.5,0.5,0,0
"15702","Malïnka",1,0,0,0,0,1
"15703","Malône",2,1,0,0,0,0
"15704","Malù",1,0,0,0,1,0
"15705","Mam",1,1,0,0,0,0
"15706","Mama",1,0,0,1,0,0
"15707","Mama-Aïssata",1,0,1,0,0,0
"15708","Mamadou",27,0.296296296296296,0.296296296296296,0.333333333333333,0.0740740740740741,0
"15709","Mamadu",1,0,1,0,0,0
"15710","Mamady",1,1,0,0,0,0
"15711","Maman",2,0,0.5,0.5,0,0
"15712","Mamayalan",2,0,0,1,0,0
"15713","Mambueni--Ekodi",1,1,0,0,0,0
"15714","Mame",7,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0
"15715","Mame-Diara",1,0,0,1,0,0
"15716","Mamediarra",1,0,1,0,0,0
"15717","Mameri",1,0,0,0,1,0
"15718","Mami",2,0.5,0.5,0,0,0
"15719","Mamie",2,0,0,0,1,0
"15720","Mammar",1,0,0,0,0,1
"15721","Mammoliti",1,0,1,0,0,0
"15722","Mammone",1,0,0,0,1,0
"15723","Mamo",2,0,1,0,0,0
"15724","Mamoon",2,1,0,0,0,0
"15725","Mamou",1,0,1,0,0,0
"15726","Mamoudou",1,1,0,0,0,0
"15727","Mampassi",2,0,0,0,0,1
"15728","Mamzer",1,0,1,0,0,0
"15729","Man",1,0,0,1,0,0
"15730","Mana",1,0,1,0,0,0
"15731","Manac'h",1,0,0,0,0,1
"15732","Manach",1,0,0,0,1,0
"15733","Manaelle",1,1,0,0,0,0
"15734","Manahil",1,0,1,0,0,0
"15735","Manaim-Rym",1,1,0,0,0,0
"15736","Manal",11,0.181818181818182,0.272727272727273,0.0909090909090909,0.181818181818182,0.272727272727273
"15737","Manale",1,0,1,0,0,0
"15738","Manao",3,0.666666666666667,0,0,0.333333333333333,0
"15739","Manar",12,0.166666666666667,0.166666666666667,0.25,0.416666666666667,0
"15740","Manasse",1,0,1,0,0,0
"15741","Manatea",2,0,0,1,0,0
"15742","Manau",3,0,0,0.666666666666667,0.333333333333333,0
"15743","Manaud",1,0,0,0,0,1
"15744","Manaël",5,0,0.2,0.4,0,0.4
"15745","Manaëlle-Lys",1,0,0,1,0,0
"15746","Manaïs",1,0,1,0,0,0
"15747","Manca",1,0,0,0,0,1
"15748","Manceaux",1,0,0,1,0,0
"15749","Mancel",1,0,0,1,0,0
"15750","Manchelin",1,0,1,0,0,0
"15751","Mancilla",2,0,0,0,1,0
"15752","Mancini",1,0,0,0,0,1
"15753","Manda",1,1,0,0,0,0
"15754","Mandard",1,0,0,0,0,1
"15755","Mandgi",1,0,1,0,0,0
"15756","Mandi",1,0,0,1,0,0
"15757","Mandie",1,0,1,0,0,0
"15758","Mandin",1,0,0,0,1,0
"15759","Mandina",1,0,0,1,0,0
"15760","Mandiny",1,0,0,0,1,0
"15761","Mandrou",1,0,1,0,0,0
"15762","Mandy",7,0.142857142857143,0.428571428571429,0.428571428571429,0,0
"15763","Manea",3,0,0,1,0,0
"15764","Manec",3,0,0,0,1,0
"15765","Manech",7,0.285714285714286,0,0.571428571428571,0.142857142857143,0
"15766","Manek",2,0.5,0.5,0,0,0
"15767","Manel",117,0.162393162393162,0.230769230769231,0.341880341880342,0.162393162393162,0.102564102564103
"15768","Manele",2,0,0,0,0,1
"15769","Manell",1,0,0,0,0,1
"15770","Manelle",25,0.2,0.32,0.2,0.2,0.08
"15771","Maneru",1,0,0,1,0,0
"15772","Manes",1,1,0,0,0,0
"15773","Manesse",3,0.333333333333333,0,0,0,0.666666666666667
"15774","Manfred",2,0,0,1,0,0
"15775","Manfredi",1,0,0,0,1,0
"15776","Manga",1,1,0,0,0,0
"15777","Mangata",1,0,0,0,1,0
"15778","Mangerest",1,0,1,0,0,0
"15779","Mangin",1,1,0,0,0,0
"15780","Mango",1,0,1,0,0,0
"15781","Mangold",2,1,0,0,0,0
"15782","Manhattan",2,0,0,0,0.5,0.5
"15783","Manhec",1,0,0,1,0,0
"15784","Mani",4,0.5,0,0,0.25,0.25
"15785","Maniel",1,0,0,0,1,0
"15786","Manier",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"15787","Maniez",2,0,0.5,0,0,0.5
"15788","Manika",1,0,1,0,0,0
"15789","Manille",1,1,0,0,0,0
"15790","Manis",1,0,0,0,1,0
"15791","Manisa",2,0,1,0,0,0
"15792","Manith",1,0,1,0,0,0
"15793","Manizabayo",1,0,0,0,0,1
"15794","Manjary",1,0,0,0,0,1
"15795","Manly",1,0,0,1,0,0
"15796","Mannaïg",1,0,1,0,0,0
"15797","Mannon",1,0,1,0,0,0
"15798","Mannry",1,0,0,1,0,0
"15799","Mano",17,0.117647058823529,0.176470588235294,0.352941176470588,0.235294117647059,0.117647058823529
"15800","Manoa",58,0.189655172413793,0.310344827586207,0.172413793103448,0.224137931034483,0.103448275862069
"15801","Manoah",8,0,0.125,0.75,0.125,0
"15802","Manoe",5,0.4,0.2,0.2,0.2,0
"15803","Manohe",1,0,1,0,0,0
"15804","Manohra",1,0,0,1,0,0
"15805","Manol",1,0,0,0,1,0
"15806","Manola",5,0.6,0.4,0,0,0
"15807","Manoli",2,0,0,0,1,0
"15808","Manolie",1,0,1,0,0,0
"15809","Manoline",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"15810","Manolo",15,0.0666666666666667,0.533333333333333,0.133333333333333,0.2,0.0666666666666667
"15811","Manoly",2,0,0,0,0.5,0.5
"15812","Manon",1648,0.112257281553398,0.182038834951456,0.297936893203884,0.249393203883495,0.158373786407767
"15813","Manon--",1,0,0,1,0,0
"15814","Manon-Léna",1,0,0,1,0,0
"15815","Manora",1,0,0,1,0,0
"15816","Manou",1,0,1,0,0,0
"15817","Manouby",1,0,0,0,1,0
"15818","Manoukian",1,0,0,0,0,1
"15819","Manoé",28,0.107142857142857,0.178571428571429,0.428571428571429,0.25,0.0357142857142857
"15820","Manoë",4,0,0.5,0,0.25,0.25
"15821","Manquant",1,0,0,0,0,1
"15822","Manraj",1,0,0,1,0,0
"15823","Manrubia",2,0,0,1,0,0
"15824","Mansion",1,0,1,0,0,0
"15825","Mansour",8,0.5,0.125,0.25,0,0.125
"15826","Mansur",1,0,0,0,1,0
"15827","Mante",1,0,0,1,0,0
"15828","Mantema",1,0,1,0,0,0
"15829","Mantez",1,0,1,0,0,0
"15830","Mantia",1,1,0,0,0,0
"15831","Mantovani",1,0,0,0,1,0
"15832","Mantuila",1,0,1,0,0,0
"15833","Manu",5,0.2,0.4,0.4,0,0
"15834","Manua",1,0,0,1,0,0
"15835","Manuel",21,0.0952380952380952,0.285714285714286,0.380952380952381,0.0952380952380952,0.142857142857143
"15836","Manuela",13,0.230769230769231,0.230769230769231,0.230769230769231,0.230769230769231,0.0769230769230769
"15837","Manuella",8,0.125,0.375,0.125,0.25,0.125
"15838","Manueva",2,1,0,0,0,0
"15839","Manureva",1,0,0,0,0,1
"15840","Manutahi",1,0,0,0,1,0
"15841","Manutea",1,0,1,0,0,0
"15842","Manvel",1,0,0,0,1,0
"15843","Manwë",1,1,0,0,0,0
"15844","Many",6,0.333333333333333,0.5,0.166666666666667,0,0
"15845","Manywen",1,0,0,1,0,0
"15846","Manzano",1,0,0,0,0,1
"15847","Manzenza",1,0,1,0,0,0
"15848","Manzombi",1,0,1,0,0,0
"15849","Manzoni",1,0,0,1,0,0
"15850","Manèl",1,0,1,0,0,0
"15851","Manèle",4,0.25,0.25,0,0.5,0
"15852","Mané",2,0,0,0.5,0.5,0
"15853","Manéa",2,0.5,0,0,0.5,0
"15854","Manéo",1,0,0,0,1,0
"15855","Manéva",1,0,1,0,0,0
"15856","Manücya",1,0,1,0,0,0
"15857","Mao",15,0.133333333333333,0.266666666666667,0.533333333333333,0.0666666666666667,0
"15858","Maodan",1,1,0,0,0,0
"15859","Maodann",1,0,1,0,0,0
"15860","Maoh",2,0,0,0,1,0
"15861","Maolan",1,0,0,1,0,0
"15862","Maolie",2,0,0.5,0,0,0.5
"15863","Maoline",2,0,0,1,0,0
"15864","Maolyne",1,1,0,0,0,0
"15865","Maoni",1,0,1,0,0,0
"15866","Maonie",3,0,0,0.333333333333333,0.666666666666667,0
"15867","Maony",1,0,0,0,1,0
"15868","Maora",1,0,0,0,0,1
"15869","Maori",2,0,0,0.5,0.5,0
"15870","Maorie",1,0,1,0,0,0
"15871","Maoris",1,0,1,0,0,0
"15872","Maoula",1,1,0,0,0,0
"15873","Maoulana",1,0,1,0,0,0
"15874","Maouli",1,0,0,0,1,0
"15875","Maoulida",1,0,1,0,0,0
"15876","Maouri",1,0,0,1,0,0
"15877","Mapelle",1,1,0,0,0,0
"15878","Maquart",1,0,0,0,1,0
"15879","Mar",1,1,0,0,0,0
"15880","Mara",8,0,0.5,0,0.25,0.25
"15881","Maraccino",1,0,0,1,0,0
"15882","Marais",1,0,0,0,1,0
"15883","Maram",7,0.285714285714286,0.142857142857143,0.285714285714286,0,0.285714285714286
"15884","Marame",2,0,1,0,0,0
"15885","Marangon",1,0,0,0,0,1
"15886","Marat",1,0,0,0,0,1
"15887","Maravilhas",1,1,0,0,0,0
"15888","Maravilia",1,1,0,0,0,0
"15889","Marbach",1,1,0,0,0,0
"15890","Marc",60,0.25,0.0833333333333333,0.3,0.183333333333333,0.183333333333333
"15891","Marc'andria",3,0,0.666666666666667,0,0.333333333333333,0
"15892","Marc'antò",1,0,0,0,1,0
"15893","Marc-Alexandre",1,0,0,1,0,0
"15894","Marc-Angel",1,0,1,0,0,0
"15895","Marc-Anthony",1,1,0,0,0,0
"15896","Marc-Antoine",11,0.181818181818182,0.272727272727273,0.181818181818182,0.272727272727273,0.0909090909090909
"15897","Marc-Antoyne",1,1,0,0,0,0
"15898","Marc-Aurèle",1,0,0,1,0,0
"15899","Marc-Brandon",1,1,0,0,0,0
"15900","Marc-Elie",1,1,0,0,0,0
"15901","Marc-Evrard",1,0,0,1,0,0
"15902","Marc-Henri",1,0,0,1,0,0
"15903","Marc-Mickaël",1,1,0,0,0,0
"15904","Marc-Olivier",2,0,0.5,0,0.5,0
"15905","Marc-Romain",1,1,0,0,0,0
"15906","Marcadet",1,0,1,0,0,0
"15907","Marcadey",1,0,1,0,0,0
"15908","Marcadier",1,1,0,0,0,0
"15909","Marcan",1,0,0,1,0,0
"15910","Marcantone",1,0,0,0,1,0
"15911","Marceau",126,0.0873015873015873,0.23015873015873,0.285714285714286,0.23015873015873,0.166666666666667
"15912","Marcel",15,0,0.266666666666667,0.266666666666667,0.266666666666667,0.2
"15913","Marcelin",5,0,0,0.6,0.4,0
"15914","Marceline",10,0.1,0.1,0.3,0.4,0.1
"15915","Marcelino",2,0.5,0.5,0,0,0
"15916","Marcellin",8,0.125,0,0.25,0.25,0.375
"15917","Marcelline",3,0,0.666666666666667,0.333333333333333,0,0
"15918","Marcello",1,0,0,1,0,0
"15919","Marcelo",1,1,0,0,0,0
"15920","Marcha",1,1,0,0,0,0
"15921","Marchais",1,1,0,0,0,0
"15922","Marchal",4,0,0,0.25,0.75,0
"15923","Marchana",1,0,1,0,0,0
"15924","Marchand",4,0.25,0,0.75,0,0
"15925","Marche",1,0,0,0,0,1
"15926","Marcher",2,1,0,0,0,0
"15927","Marchet",1,1,0,0,0,0
"15928","Marchive",1,0,0,1,0,0
"15929","Marcia",1,0,0,0,0,1
"15930","Marcial",1,0,0,1,0,0
"15931","Marcillaud",1,0,0,0,1,0
"15932","Marcilly",1,0,0,0,1,0
"15933","Marcio",1,0,0,1,0,0
"15934","Marck",1,0,1,0,0,0
"15935","Marco",41,0.0731707317073171,0.317073170731707,0.268292682926829,0.219512195121951,0.121951219512195
"15936","Marcolini",1,0,0,0,0,1
"15937","Marcolino",1,0,0,0,0,1
"15938","Marcon",3,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"15939","Marcos",1,0,0,1,0,0
"15940","Marcosi",1,0,1,0,0,0
"15941","Marcoux",1,0,1,0,0,0
"15942","Marcu-Andria",1,0,0,0,1,0
"15943","Marcu-Maria",2,0,0.5,0.5,0,0
"15944","Marcus",27,0.148148148148148,0,0.481481481481481,0.296296296296296,0.0740740740740741
"15945","Marcwalter",1,0,0,1,0,0
"15946","Marec",1,0,1,0,0,0
"15947","Marecal",1,0,1,0,0,0
"15948","Marechal",1,1,0,0,0,0
"15949","Marek",4,0,0.5,0,0.25,0.25
"15950","Maresq",1,0,0,0,0,1
"15951","Mareste",1,0,0,0,0,1
"15952","Maresville",3,0.333333333333333,0,0.333333333333333,0,0.333333333333333
"15953","Mareta",1,0,0,1,0,0
"15954","Marets",1,0,0,1,0,0
"15955","Mareva",4,0,0.25,0.5,0.25,0
"15956","Marez",1,0,1,0,0,0
"15957","Marfouk",1,0,0,1,0,0
"15958","Margail",1,0,0,0,0,1
"15959","Margarette",1,0,0,1,0,0
"15960","Margaria",1,0,0,0,0,1
"15961","Margarita",1,0,0,0,1,0
"15962","Margau",1,0,0,1,0,0
"15963","Margault",5,0,0,0,0.4,0.6
"15964","Margaut",3,0.333333333333333,0,0.666666666666667,0,0
"15965","Margaux",449,0.0824053452115813,0.133630289532294,0.278396436525612,0.269487750556793,0.236080178173719
"15966","Margaux-Elodie",1,0,1,0,0,0
"15967","Margo",24,0.0833333333333333,0.125,0.541666666666667,0.208333333333333,0.0416666666666667
"15968","Margot",453,0.0971302428256071,0.141280353200883,0.280353200883002,0.242825607064018,0.23841059602649
"15969","Marguerite",21,0.0476190476190476,0.0476190476190476,0.380952380952381,0.238095238095238,0.285714285714286
"15970","Marharyta",1,0,0,1,0,0
"15971","Mari",10,0.2,0.1,0.4,0.2,0.1
"15972","Mari-Wenn",1,0,0,1,0,0
"15973","Maria",76,0.131578947368421,0.236842105263158,0.210526315789474,0.197368421052632,0.223684210526316
"15974","Maria--Penant",1,1,0,0,0,0
"15975","Maria-Baya",1,0,0,1,0,0
"15976","Maria-Elena",1,0,1,0,0,0
"15977","Maria-Emanuela",1,0,0,0,0,1
"15978","Maria-Ines",2,0.5,0.5,0,0,0
"15979","Maria-Rayanne",1,0,0,1,0,0
"15980","Maria-Rosalima",1,1,0,0,0,0
"15981","Maria-Serena",1,0,1,0,0,0
"15982","Maria-Stella",1,0,1,0,0,0
"15983","Maria-Valentina",1,0,1,0,0,0
"15984","Mariam",30,0.233333333333333,0.2,0.333333333333333,0.233333333333333,0
"15985","Mariam-Baïlo",1,0,0,0,1,0
"15986","Mariam-Traoré",1,1,0,0,0,0
"15987","Mariama",15,0.266666666666667,0.2,0.333333333333333,0.133333333333333,0.0666666666666667
"15988","Mariame",9,0.222222222222222,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111
"15989","Mariami",7,0.428571428571429,0,0.142857142857143,0.285714285714286,0.142857142857143
"15990","Mariamme",1,0,0,0,0,1
"15991","Marian",8,0,0.25,0.125,0.5,0.125
"15992","Mariana",3,0,0.333333333333333,0,0.666666666666667,0
"15993","Mariana-Nicoleta",1,1,0,0,0,0
"15994","Mariance",1,0,0,0,0,1
"15995","Mariane",1,0,0,1,0,0
"15996","Mariange",1,0,0,0,1,0
"15997","Mariani",2,0,1,0,0,0
"15998","Marianina",1,0,0,1,0,0
"15999","Marianna",6,0,0,0.833333333333333,0,0.166666666666667
"16000","Marianne",22,0.0454545454545455,0.0454545454545455,0.363636363636364,0.227272727272727,0.318181818181818
"16001","Mariatou",1,1,0,0,0,0
"16002","Mariaud",1,0,1,0,0,0
"16003","Maribel",1,0,0,0,1,0
"16004","Marie",548,0.0948905109489051,0.158759124087591,0.244525547445255,0.27007299270073,0.231751824817518
"16005","Marie-Abigaelle",1,0,1,0,0,0
"16006","Marie-Adriana",1,0,1,0,0,0
"16007","Marie-Alem",1,1,0,0,0,0
"16008","Marie-Alice",2,0,0,0.5,0.5,0
"16009","Marie-Alix",3,0,0.333333333333333,0,0.666666666666667,0
"16010","Marie-Amélie",3,0.333333333333333,0,0.333333333333333,0,0.333333333333333
"16011","Marie-Analisa",1,0,0,1,0,0
"16012","Marie-Anastasia",2,0,0,1,0,0
"16013","Marie-Anaïs",1,0,0,0,0,1
"16014","Marie-Andrée",1,0,0,1,0,0
"16015","Marie-Ange",5,0,0.2,0.6,0.2,0
"16016","Marie-Anne",2,0,0.5,0.5,0,0
"16017","Marie-Aygline",1,0,0,0,0,1
"16018","Marie-Carolina",1,0,0,0,1,0
"16019","Marie-Caroline",2,0,0,0,0.5,0.5
"16020","Marie-Charlotte",1,0,0,1,0,0
"16021","Marie-Chloé",1,0,0,1,0,0
"16022","Marie-Christ",1,0,1,0,0,0
"16023","Marie-Clémence",1,1,0,0,0,0
"16024","Marie-Constance",1,0,0,1,0,0
"16025","Marie-Djénaël",1,0,0,1,0,0
"16026","Marie-Dolores",1,0,0,0,1,0
"16027","Marie-Elise",2,0,0,0,0.5,0.5
"16028","Marie-Emma",1,0,0,1,0,0
"16029","Marie-Emmanuelle",3,0,0.333333333333333,0.666666666666667,0,0
"16030","Marie-Feinda",1,1,0,0,0,0
"16031","Marie-Fleur",1,1,0,0,0,0
"16032","Marie-Gabrielle",1,0,0,0,1,0
"16033","Marie-Ika",1,0,0,1,0,0
"16034","Marie-Indira",2,0,1,0,0,0
"16035","Marie-Isaure",1,0,0,0,1,0
"16036","Marie-Jeanne",3,0,0.333333333333333,0,0,0.666666666666667
"16037","Marie-Jo",1,0,0,0,0,1
"16038","Marie-Joyce",1,0,0,0,0,1
"16039","Marie-Lauryne",1,1,0,0,0,0
"16040","Marie-Leonie",1,0,0,0,0,1
"16041","Marie-Liesse",1,0,0,0,0,1
"16042","Marie-Lise",1,0,0,0,1,0
"16043","Marie-Llana",1,0,0,1,0,0
"16044","Marie-Lou",33,0.0606060606060606,0.151515151515152,0.151515151515152,0.333333333333333,0.303030303030303
"16045","Marie-Louise",1,0,0,0,1,0
"16046","Marie-Luce",1,0,0,1,0,0
"16047","Marie-Luciana",1,0,0,1,0,0
"16048","Marie-Lucie",1,0,1,0,0,0
"16049","Marie-Lune",1,0,0,0,1,0
"16050","Marie-Lynne",1,0,0,1,0,0
"16051","Marie-Lys",2,0,0.5,0,0,0.5
"16052","Marie-Léonie",1,1,0,0,0,0
"16053","Marie-Madeleine",2,0,0,0.5,0.5,0
"16054","Marie-Marcelline",1,0,0,1,0,0
"16055","Marie-Marguerite",1,1,0,0,0,0
"16056","Marie-Maryama",1,0,0,0,1,0
"16057","Marie-Meghala",1,0,0,0,0,1
"16058","Marie-Meyline",2,0,0,0,1,0
"16059","Marie-Nisrine",1,0,0,0,1,0
"16060","Marie-Noélie",1,0,1,0,0,0
"16061","Marie-Olivia",1,0,0,1,0,0
"16062","Marie-Ornella",1,0,0,1,0,0
"16063","Marie-Paule",1,0,0,0,1,0
"16064","Marie-Pauline",1,0,0,0,0,1
"16065","Marie-Perle",1,1,0,0,0,0
"16066","Marie-Pia",1,0,0,0,0,1
"16067","Marie-Rose",1,0,0,0,0,1
"16068","Marie-Sarah",4,0,0,0.5,0,0.5
"16069","Marie-Soleiya",1,0,1,0,0,0
"16070","Marie-Séraphine",1,0,0,1,0,0
"16071","Marie-Tiffany",1,0,1,0,0,0
"16072","Marie-Valentine",2,0,0,0,1,0
"16073","Marie-Virginie",1,0,1,0,0,0
"16074","Marie-Véronique",1,0,0,0,1,0
"16075","Marie-Wendy",1,0,1,0,0,0
"16076","Mariedl",1,0,0,0,0,1
"16077","Marielia",1,0,0,1,0,0
"16078","Mariella",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"16079","Marielle",7,0,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143
"16080","Mariem",5,0.4,0.2,0,0.2,0.2
"16081","Marieme-Soda",1,0,0,1,0,0
"16082","Marien",5,0.4,0,0.2,0,0.4
"16083","Marienne",1,0,0,1,0,0
"16084","Mariette",4,0.5,0,0.25,0,0.25
"16085","Mariia",5,0.2,0.2,0.2,0,0.4
"16086","Marija",1,0,0,1,0,0
"16087","Marika",8,0.25,0.5,0.125,0,0.125
"16088","Marika-Bella",1,0,1,0,0,0
"16089","Marilia",1,1,0,0,0,0
"16090","Mariline",1,0,0,1,0,0
"16091","Marilou",87,0.126436781609195,0.137931034482759,0.241379310344828,0.28735632183908,0.206896551724138
"16092","Mariloue",1,1,0,0,0,0
"16093","Marilouise",1,0,0,1,0,0
"16094","Marilyn",8,0.25,0,0.125,0.375,0.25
"16095","Marilyne",4,0.25,0,0.5,0.25,0
"16096","Marilys",1,0,0,1,0,0
"16097","Marin",71,0.0985915492957746,0.154929577464789,0.295774647887324,0.323943661971831,0.126760563380282
"16098","Marina",52,0.269230769230769,0.134615384615385,0.269230769230769,0.173076923076923,0.153846153846154
"16099","Marine",214,0.11214953271028,0.224299065420561,0.261682242990654,0.247663551401869,0.154205607476636
"16100","Marinel",1,0,1,0,0,0
"16101","Marinheiro",1,0,1,0,0,0
"16102","Marinho",8,0,0.125,0.5,0.375,0
"16103","Marini",1,0,0,0,0,1
"16104","Marino",2,0.5,0,0.5,0,0
"16105","Mario",15,0.333333333333333,0.2,0.266666666666667,0.133333333333333,0.0666666666666667
"16106","Mario-Iustin",1,1,0,0,0,0
"16107","Mariolino",1,0,0,1,0,0
"16108","Marion",293,0.129692832764505,0.184300341296928,0.215017064846416,0.255972696245734,0.215017064846416
"16109","Marioni",1,0,0,1,0,0
"16110","Mariot",1,0,0,0,1,0
"16111","Marisa",1,0,0,0,1,0
"16112","Marisia",1,0,0,1,0,0
"16113","Mariska",1,0,0,1,0,0
"16114","Marisol",2,0,0.5,0,0,0.5
"16115","Marisole",1,1,0,0,0,0
"16116","Marison",1,0,0,0,0,1
"16117","Marissa",11,0.272727272727273,0,0.454545454545455,0.181818181818182,0.0909090909090909
"16118","Marisse",2,0,0,0,1,0
"16119","Marithé",1,1,0,0,0,0
"16120","Maritxa",1,0,1,0,0,0
"16121","Marius",322,0.118012422360248,0.204968944099379,0.257763975155279,0.279503105590062,0.139751552795031
"16122","Mariya",5,0.2,0.2,0.4,0.2,0
"16123","Mariza",1,0,0,0,1,0
"16124","Marizela",1,0,1,0,0,0
"16125","Marième",1,0,1,0,0,0
"16126","Marjan",1,0,0,1,0,0
"16127","Marjana",1,0,1,0,0,0
"16128","Marjane",8,0.125,0,0.125,0.375,0.375
"16129","Marjolaine",2,0,0,1,0,0
"16130","Marjorie",12,0.25,0.25,0.25,0.166666666666667,0.0833333333333333
"16131","Marjory",1,0,0,0,0,1
"16132","Mark",14,0.214285714285714,0.142857142857143,0.214285714285714,0.214285714285714,0.214285714285714
"16133","Markeljan",2,1,0,0,0,0
"16134","Marko",8,0.125,0.375,0.375,0.125,0
"16135","Markos",1,1,0,0,0,0
"16136","Markus",3,0,0,0.666666666666667,0.333333333333333,0
"16137","Marla",5,0.2,0.2,0,0.2,0.4
"16138","Marlan",1,0,1,0,0,0
"16139","Marlay",1,1,0,0,0,0
"16140","Marleen",1,0,0,1,0,0
"16141","Marlene",3,0,0.333333333333333,0,0.333333333333333,0.333333333333333
"16142","Marley",38,0.447368421052632,0.184210526315789,0.184210526315789,0.131578947368421,0.0526315789473684
"16143","Marlo",2,0,0,0.5,0.5,0
"16144","Marlon",17,0.294117647058824,0.352941176470588,0.0588235294117647,0.235294117647059,0.0588235294117647
"16145","Marlone",3,0.666666666666667,0,0,0.333333333333333,0
"16146","Marlonn",2,0,0,0.5,0.5,0
"16147","Marlou",1,0,0,0,1,0
"16148","Marlow",2,0.5,0,0.5,0,0
"16149","Marlys",1,0,0,0,1,0
"16150","Marlène",8,0.125,0,0.125,0.5,0.25
"16151","Marléne",1,0,0,1,0,0
"16152","Marmelo",1,1,0,0,0,0
"16153","Marmier",1,0,0,1,0,0
"16154","Marmon",1,0,0,1,0,0
"16155","Marnie",4,0.25,0.25,0.25,0,0.25
"16156","Marnoni",1,0,1,0,0,0
"16157","Maro",2,1,0,0,0,0
"16158","Marolleau",1,0,0,0,1,0
"16159","Maron",1,0,0,1,0,0
"16160","Maroua",11,0.272727272727273,0.272727272727273,0.272727272727273,0.181818181818182,0
"16161","Marouan",6,0.5,0.166666666666667,0,0.333333333333333,0
"16162","Marouane",27,0.333333333333333,0.296296296296296,0.222222222222222,0.0740740740740741,0.0740740740740741
"16163","Marouchka",1,0,0,0,0,1
"16164","Marozzi",2,0,1,0,0,0
"16165","Marquand",1,0,0,0,1,0
"16166","Marque",1,0,0,0,1,0
"16167","Marques",27,0.407407407407407,0.333333333333333,0.148148148148148,0.037037037037037,0.0740740740740741
"16168","Marquez",3,0.666666666666667,0.333333333333333,0,0,0
"16169","Marquie",1,0,0,0,1,0
"16170","Marquier",2,0,0.5,0.5,0,0
"16171","Marron",1,0,0,0,1,0
"16172","Marsalla",1,0,0,1,0,0
"16173","Marsat",1,0,0,0,1,0
"16174","Marshal",1,0,0,0,1,0
"16175","Marsida",1,0,0,0,0,1
"16176","Marsy",2,0,0,0,1,0
"16177","Marta",9,0.111111111111111,0,0.333333333333333,0.444444444444444,0.111111111111111
"16178","Marteau",3,0,0.333333333333333,0,0.666666666666667,0
"16179","Martel",3,0,0,0,0.666666666666667,0.333333333333333
"16180","Martelle",1,0,1,0,0,0
"16181","Martha",3,0,0,0,0.333333333333333,0.666666666666667
"16182","Marthe",7,0,0,0.285714285714286,0.285714285714286,0.428571428571429
"16183","Marthens",1,0,0,1,0,0
"16184","Marti",3,0,0.333333333333333,0,0.333333333333333,0.333333333333333
"16185","Martial",6,0.333333333333333,0.166666666666667,0,0.166666666666667,0.333333333333333
"16186","Martim",1,1,0,0,0,0
"16187","Martimpé",1,1,0,0,0,0
"16188","Martin",570,0.0701754385964912,0.173684210526316,0.303508771929825,0.27719298245614,0.175438596491228
"16189","Martina",1,0,1,0,0,0
"16190","Martinat",2,0,0,0.5,0.5,0
"16191","Martine",5,0,0.2,0.8,0,0
"16192","Martineau",1,1,0,0,0,0
"16193","Martinet",2,0,0,0.5,0,0.5
"16194","Martinetti",1,0,0,0,1,0
"16195","Martinez",15,0.133333333333333,0.0666666666666667,0.4,0.133333333333333,0.266666666666667
"16196","Martinho",1,0,1,0,0,0
"16197","Martiniere",1,0,0,0,0,1
"16198","Martino",5,0.2,0,0.6,0.2,0
